ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
376,20130623,20130705,20130630,20238,1,6,9,SO60742,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
374,20130623,20130705,20130630,19959,1,6,9,SO60743,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
222,20130623,20130705,20130630,19959,1,6,9,SO60743,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
604,20130623,20130705,20130630,28324,1,6,9,SO60744,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
479,20130623,20130705,20130630,28324,1,6,9,SO60744,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
606,20130623,20130705,20130630,22411,1,6,9,SO60745,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
477,20130623,20130705,20130630,22411,1,6,9,SO60745,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
479,20130623,20130705,20130630,22411,1,6,9,SO60745,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
217,20130623,20130705,20130630,22411,1,6,9,SO60745,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
606,20130623,20130705,20130630,27354,1,6,9,SO60746,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,NA,NA,2013-06-23T00:00:00.0000000,2013-07-05T00:00:00.0000000,2013-06-30T00:00:00.0000000
