ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
481,20130602,20130614,20130609,11277,1,19,6,SO59299,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
487,20130602,20130614,20130609,11277,1,19,6,SO59299,4,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
476,20130602,20130614,20130609,19851,1,100,4,SO59300,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
488,20130602,20130614,20130609,19851,1,100,4,SO59300,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
476,20130602,20130614,20130609,19707,1,100,4,SO59301,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
225,20130602,20130614,20130609,19707,1,100,4,SO59301,2,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
474,20130602,20130614,20130609,19692,1,100,4,SO59302,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
467,20130602,20130614,20130609,19692,2,100,4,SO59302,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
475,20130602,20130614,20130609,19153,1,100,4,SO59303,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
477,20130602,20130614,20130609,26185,1,19,6,SO59304,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
225,20130602,20130614,20130609,26185,1,19,6,SO59304,2,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
491,20130602,20130614,20130609,26185,1,19,6,SO59304,3,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
528,20130602,20130614,20130609,16234,1,100,4,SO59305,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
482,20130602,20130614,20130609,16234,1,100,4,SO59305,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
477,20130602,20130614,20130609,24947,1,19,6,SO59306,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
217,20130602,20130614,20130609,24947,1,19,6,SO59306,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
528,20130602,20130614,20130609,14592,1,100,1,SO59307,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
528,20130602,20130614,20130609,17706,1,98,10,SO59308,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
535,20130602,20130614,20130609,17706,1,98,10,SO59308,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
484,20130602,20130614,20130609,17706,1,98,10,SO59308,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
225,20130602,20130614,20130609,11473,1,100,7,SO59309,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
489,20130602,20130614,20130609,11473,1,100,7,SO59309,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
536,20130602,20130614,20130609,16434,1,100,8,SO59310,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
528,20130602,20130614,20130609,16434,1,100,8,SO59310,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
217,20130602,20130614,20130609,16434,1,100,8,SO59310,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
529,20130602,20130614,20130609,19519,1,100,7,SO59311,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
222,20130602,20130614,20130609,19519,1,100,7,SO59311,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,NA,NA,2013-06-02T00:00:00.0000000,2013-06-14T00:00:00.0000000,2013-06-09T00:00:00.0000000
